"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15"
-0.0317876823246479,0.05230679363012314,-0.04791923612356186,0.17437498271465302,0.04668395221233368,0.0030812982004135847,0.004037482663989067,0.0225435309112072,0.024032555520534515,0.05351826921105385,0.03312239795923233,-0.006407915148884058,-0.10021992027759552,0.0591772235929966,0.16764508187770844
-0.026677634567022324,0.22701910138130188,-0.1491629034280777,0.08495739102363586,0.007638030219823122,0.013378297910094261,0.0020176940597593784,0.0293633583933115,0.1380772590637207,0.10665041208267212,0.11265470087528229,0.1813458651304245,0.005098813679069281,0.09046114236116409,-0.0033862157724797726
0.0011324725346639752,0.01275501400232315,0.0493183434009552,0.03382387384772301,-1.854047877714038E-4,0.0011959768598899245,-4.4380564941093326E-4,0.0024960916489362717,0.041499171406030655,0.031982023268938065,-0.05771040916442871,-0.019677121192216873,-0.0014839197974652052,-0.0013488883851096034,-4.000257176812738E-4
-0.3975534439086914,0.017180750146508217,-0.22972701489925385,0.007859342731535435,-0.020749224349856377,0.004266869276762009,0.003424193477258086,-0.009891972877085209,0.1140085756778717,-0.0329020656645298,-0.04039304703474045,-0.09245676547288895,9.183337679132819E-4,0.01290467195212841,-0.5252758264541626
0.05478044971823692,-0.023212933912873268,0.02007700502872467,-0.12254497408866882,0.00448328023776412,-1.343471958534792E-4,-6.023980677127838E-4,-0.04642285034060478,-0.09211747348308563,-0.026790818199515343,-0.07912477850914001,-0.06499794125556946,-0.02486099675297737,-0.39604663848876953,-0.3664579689502716
-0.062296465039253235,0.15416665375232697,0.22140812873840332,-0.011723530478775501,0.07578995823860168,0.032521456480026245,0.04304590821266174,0.07016339898109436,0.12309975922107697,0.004136471077799797,-0.15464699268341064,-0.06741993129253387,0.028688620775938034,0.17144915461540222,0.2618645131587982
-0.03653590381145477,0.019361570477485657,0.012281903065741062,0.002807893790304661,0.050561580806970596,0.024387232959270477,0.02456011064350605,0.0875067412853241,0.09067682921886444,0.009039434604346752,0.09132587909698486,0.007758651860058308,-0.032212961465120316,-0.051434993743896484,0.4292365610599518
0.017715614289045334,-3.1990796560421586E-4,0.1889995038509369,-0.10602797567844391,-0.0027136437129229307,-0.0028106647077947855,-0.0037620423827320337,-0.06579480320215225,-0.11376632750034332,-0.001136376871727407,-0.0039070285856723785,0.0485411062836647,-0.021093016490340233,0.0067249177955091,-0.007957997731864452
0.23919788002967834,0.12365493178367615,0.10552524030208588,0.0036390679888427258,-0.052391793578863144,-0.029405582696199417,-0.011313228867948055,-0.08477048575878143,-0.011663299053907394,-0.03531596064567566,-0.2568625211715698,0.09881702065467834,0.01722853258252144,-0.019596640020608902,-0.22545786201953888
-0.02295719087123871,-0.09271195530891418,-0.07062973827123642,0.0013087202096357942,2.2388224897440523E-4,3.074450942222029E-4,2.4600166943855584E-4,0.12158580869436264,0.012742039747536182,-0.016117876395583153,-0.18249061703681946,-0.0037100540939718485,0.013671611435711384,0.1775432527065277,-0.14735865592956543
-0.0904989168047905,-0.029751351103186607,-0.26057761907577515,0.14267179369926453,-6.0059386305511E-4,0.0509919635951519,0.042782142758369446,0.09013710170984268,0.15435871481895447,0.07710105180740356,0.13811804354190826,0.046557433903217316,0.0015709020663052797,-7.406029035337269E-4,-0.01816483400762081
-0.13171711564064026,0.09547650814056396,0.1221473217010498,-0.05874983221292496,3.391990321688354E-4,0.0010375331621617079,5.977250984869897E-4,-0.013994123786687851,3.1398399733006954E-4,-0.027108564972877502,0.001132376492023468,0.023321999236941338,0.010339908301830292,-0.16782651841640472,-0.4625086784362793
